comment_id,video_id,video_title,source_url,author,comment,like_count,published_at,updated_at,total_reply_count
Ugxzq7Qewy6e9yVzGFR4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@yohaneselroi5820,"Juri nya gak usah dipake lagi. MC nya gak usah dipake lagi. Adakan sistem VAR. Tegakkan keadilan. Anulir juaranya, grup C yg menang.",0,2026-05-12T04:29:05Z,2026-05-12T04:29:05Z,0
Ugyf4bqiQdfse8pJvHx4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@mdc7070wow,"tandai muka jurinya,mkg tetangga atau kerabat anda🤔sok kuasa,otak dunguu..budek/tuli pula..🤣🤣memalukan.",0,2026-05-12T04:27:13Z,2026-05-12T04:27:13Z,0
UgzI4LLHeTLbgHmgwcB4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@hasiholansibuea6301,"Ampun deh...kualitas juri, udah tua nggak usah dipakai lagi...kupingnya bermasalah kali!",0,2026-05-12T04:27:12Z,2026-05-12T04:27:12Z,0
Ugz7TCYwuZx5R5goOUR4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@BayPra-g5n,Jurinya sok pintar… budek lagi,0,2026-05-12T04:27:00Z,2026-05-12T04:27:00Z,0
Ugx9RbraQCau2pdNtW54AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@dargoputra2626,juri budeg kakean alasan,0,2026-05-12T04:26:58Z,2026-05-12T04:26:58Z,0
UgwK67XRVVfMm6M1U014AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@JuanCH365,"G sportif, d bayar kah d belakang",0,2026-05-12T04:23:00Z,2026-05-12T04:23:00Z,0
UgzdI0FzSrAiJ2qu4WR4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@Hikiii.,Viral viral yeay,0,2026-05-12T04:22:51Z,2026-05-12T04:22:51Z,0
UgwHRyFIMhQlSB9Feut4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@mighfara,"angkuh kali bukk,",0,2026-05-12T04:22:35Z,2026-05-12T04:22:35Z,0
UgwfqQLqabMW-zbxSmV4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@SudarMan-s3j,Terwujudkan sudah program nasional mbg di jndonesia.. Anak anak kita pintar pitar.... Bapak ama ibunya jadi bodoh. Gimana kita indonesia    ini? pak presiden...,0,2026-05-12T04:21:11Z,2026-05-12T04:21:11Z,0
UgxGnd7gBusAwL4LrcJ4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@GoodTime-lx6sp,"Dibungkam sejak dini + diajak curang,korupsi emang pemerintah Indonesia tidak mau rakyat jelatanya pintar miris😭",0,2026-05-12T04:19:30Z,2026-05-12T04:19:30Z,0
Ugw0Ify9D9EeK-Oykzt4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@bayutaix3450,"Dewan juri kelihatan bolotnya,",0,2026-05-12T04:19:14Z,2026-05-12T04:19:14Z,0
UgxQlqUwCXoQu50Z9h54AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@imamsuwarto2437,"Menit  1:10:04 s.d 1:13:45 mempertontonkan kebodohan dan arogansi dewan juri, SANGAT MEMALUKAN!!!, dan kalau itu berpengaruh terhadap hasilnya, harusnya dianulir, jangan hanya evaluasi dan minta maaf (itu kalau masih punya muka)",0,2026-05-12T04:19:06Z,2026-05-12T04:21:27Z,0
Ugz0nbZXKdm5R79fIXh4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@danioon7311,Jangan patah semangat buat anak anak pemberani 🙏,0,2026-05-12T04:18:42Z,2026-05-12T04:18:42Z,0
Ugw_I8UPJaHLfpI9U6R4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@vinataaxeltama5537,inilah realita juri mental pejabat konoha. sok pintar & tidak peka suara kecil. gelar sarjana pekok. gak guna.,0,2026-05-12T04:18:00Z,2026-05-12T04:18:00Z,0
UgzT5MUqyPrsMOLjjF94AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@we-channel9031,Lain kali cari MC YANG PINTAR JANGAN DONGOOOO JUGA KAYAK JURI 😂😂😂,0,2026-05-12T04:17:10Z,2026-05-12T04:17:10Z,0
UgxLIiIIzaS2R24IIh54AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@AxelFalecia-wt7su,Boikot aja acara ini makin keliatan banget bobroknya kecurangan,0,2026-05-12T04:17:01Z,2026-05-12T04:17:01Z,0
UgwsnuRXctNMBSvobw54AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@juaraofficial9904,"Jurinya pejabat di MPR RI, Patut diduga nepotisme, Kalau memang alasan ganguan mic kenapa saat grup B menjawab dibenarkan.",0,2026-05-12T04:15:44Z,2026-05-12T04:17:42Z,0
UgxuGe664hpbitVjPOZ4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@rf_nidu8674,jurinya harus Ke poli THT,0,2026-05-12T04:15:01Z,2026-05-12T04:15:01Z,0
UgxyQ6iM2O_VgoWCdW14AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@tellthetruth2345,Jurinya tidak cermat 😂😂,0,2026-05-12T04:14:54Z,2026-05-12T04:14:54Z,0
UgyKhiwUoV4UBTtzZ494AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@FayAlbernas,JURI KEK KONTOL,0,2026-05-12T04:14:35Z,2026-05-12T04:14:35Z,0
UgylESwOqJKPc82DcGR4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@Jimmetee,"Sekita kita nonton 
IQ  isi otak hafalan  pnitar ngk main²  vs teks kertas😂😂",0,2026-05-12T04:13:52Z,2026-05-12T04:15:31Z,0
UgwNUnVyXtGjXviVTgN4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@aseppajar8058,Kadung malu di koreksi ga mau,0,2026-05-12T04:13:50Z,2026-05-12T04:13:50Z,0
UgyyjBRCSUMp2eETpAZ4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@skintani77,"Pesertanya CERDAS dan CERMAT, JURI dan MC dipersilahkan netizen nilai sendiri",0,2026-05-12T04:13:31Z,2026-05-12T04:13:31Z,0
UgzNfrgYKzMK8G6qxIV4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@cenel2an,"BAPAK/BU JURI AROGAN, ANTI KRITIK, AMORAL, NIR EDUKATIF, MC DUNGU 🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿",0,2026-05-12T04:12:52Z,2026-05-12T04:12:52Z,0
UgwmUtyx-lu2czxIpVB4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@meilim7546,"bisa2nya yang disalahin artikulasi...itu pengucapan udah sejelas itu malah disalahin, JURI BUDEG.

MC juga ga bisa bawa situasi...pake script lancar banget, giliran off script bisa2 nya judging peserta ""mungkin cuma perasaan adek2 aja"" HA??? MC kondangan yaaa???",0,2026-05-12T04:12:51Z,2026-05-12T04:19:30Z,0
UgxKWBKvIHMzQG0zm194AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@asepsliyeg6525,"Apakah juri adalah tuhan yang selalu maha adil dan maha esa.

Yang ketentuan nya tidak bisa diganggu gugat??",0,2026-05-12T04:12:09Z,2026-05-12T04:12:09Z,0
UgyIsdZkYC7oWW50Rux4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@salvilamanepa3737,ibu indri aja pake teks😭😭,0,2026-05-12T04:10:16Z,2026-05-12T04:10:16Z,0
Ugx5dcx9K0Dd3QuvZaN4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@om_hanzel,"Najis bgt kalo babu rakyat yg jadi juri begini, juri sama mc tolol lu semua, malu maluin. Bikin emosi aja",0,2026-05-12T04:10:00Z,2026-05-12T04:10:00Z,0
Ugy44B86h-dr2bMonq94AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@asepsliyeg6525,"Pembodohan masyarakat Indonesia sejak dini, generasi yang siap dibodohi dan siap dicurangi seperti masyarakat Indonesia mendatang.

Dasar utama masyarakat adalah fokus untuk menjadi bahan pembodohan

Dan tugas menjadi warga Indonesia adalah siap dibohongi

Acara ini pun menjadi contoh untuk pembodohan, yang terang-terangan pembodohan sejak dini.",0,2026-05-12T04:09:58Z,2026-05-12T04:09:58Z,0
Ugzw9LIldlgBcnoeibN4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@ahmadzakariya4031,"Juri kuping corok..,",0,2026-05-12T04:09:52Z,2026-05-12T04:09:52Z,0
UgyF-V5KNcAyAMq_jxJ4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@ucupfhrz8229,Sebelum jadi juri tolong periksa dulu ke dokter THT. Agar tidak terulang kembali kejadian seperti ini,0,2026-05-12T04:09:51Z,2026-05-12T04:09:51Z,0
UgzT88FhCH4DPVhUXIV4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@saikougenz,"kalau engga divideo, jurinya akan merasa benar selamanya. karena divideo mereka akan malu tiap lihat video ini, udah salah, ngotot lagi. 😂😂😂",0,2026-05-12T04:09:46Z,2026-05-12T04:09:46Z,0
UgyYTwxyRwMMmP1OD7J4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@LunaR34,"""Aku TUWA aku selalu BENAR"" 😡
Ahh statement",0,2026-05-12T04:09:11Z,2026-05-12T04:09:11Z,0
UgzkHRyxD5_JWRhxOyZ4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@TerAnaiAnai,"Wkwk lol banget itu
Padahal artikulasi nya udah jelas loh",0,2026-05-12T04:08:50Z,2026-05-12T04:09:20Z,0
Ugyc9oqX35V6CmQW_114AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@PutuArdi-p9t,Kesini gara² viral,1,2026-05-12T04:06:55Z,2026-05-12T04:06:55Z,0
UgxjRzWaWwogkr1NZup4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@Arsenal_For_The_Win,"Udh diprotes knp ga ditinjau ulang jawabanya dan malah keras kepala ya
Apakah emg begini mental perwakilan rakyat?",0,2026-05-12T04:06:49Z,2026-05-12T04:06:49Z,0
UgzzlFaMsUhKJqzLvfV4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@gagasjamalludin2898,"Kan harus nya yang juara itu tim C,",0,2026-05-12T04:06:45Z,2026-05-12T04:06:45Z,0
UgxyOFfL8rz8MM7NAdZ4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@colekmesinsinyurcupu8985,"Waduh. blunder ini, Messi Harus mengundukan diri, sedangkan Ronaldo harus menunjukan ijazahnya",0,2026-05-12T04:06:08Z,2026-05-12T04:06:08Z,0
Ugz17KsjpOrwUfXSMZZ4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@DedeJaelani-f6q,"Lomba cerdas cermat tp jurinya tidak cermat, apa jurinya ijazah nya palsu 😂😂😂",0,2026-05-12T04:06:02Z,2026-05-12T04:06:02Z,0
UgyMvRrD2_Ti94Zi2794AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@lisbethsimanungkalit1231,Kesini ingin membuktikan jawaban adik dari kelompok C.. Parah emang jurinya dan hostnya,0,2026-05-12T04:04:55Z,2026-05-12T04:04:55Z,0
UgzAUZFPjUqgMii88zN4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@Mr_President_channel,Saya yakin Peserta di Group C setelah dikecewakan akan merasa malas untuk menjawab pertanyaan juri karna ada perasaan dongkol yang mengganggu konsentrasi mereka,0,2026-05-12T04:04:02Z,2026-05-12T04:04:02Z,0
UgxibLY1kFvFPt2qWuN4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@AhmadarifHidayat-afiy4h,Mungkin perasaan adik saja.PERASAAN NDASMUUUUU,0,2026-05-12T04:03:47Z,2026-05-12T04:03:47Z,0
UgzPjiwdmS_tlFs06WZ4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@Atep_gaming,Juri kontolll apalagi el artikulasi sama bapak bapak mabok jadi juri,0,2026-05-12T04:03:00Z,2026-05-12T04:03:00Z,0
Ugxyl-ZH-uQCRewZIDJ4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@sda760,"Ini benar2 real world first hand experience buat adik2 generasi penerus bangsa, gimana rasanya kalau nanti jadi orang benar di negara ini malah dijadikan tersangka",0,2026-05-12T04:00:54Z,2026-05-12T04:01:36Z,0
UgzMqpdOlXsp_OQHoxJ4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@oomgembul3996,JURI YANG TIDAK PEKA KRITIK HARUS DIKIRIM KE PSIKIATER BIAR TELINGA NYA MENDENGAR,0,2026-05-12T03:59:42Z,2026-05-12T03:59:42Z,0
Ugwk3PjqDLfSJrepDT14AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@Herik08-p2r,Gk ada guna mpr.,0,2026-05-12T03:59:41Z,2026-05-12T03:59:41Z,0
UgwqFR8ZazqMhq19Uth4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@normaasmilasih7682,Jurinya punya sosmed ga si. Sampai sekarang ga ada permintaan maaf dan klarifikasi. Atau sebenernya merka tau tapi mereka anti kritik?!,0,2026-05-12T03:59:38Z,2026-05-12T03:59:38Z,0
UgxScwAKkTTdkUzgcTJ4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@udtsskcj,"Ada 3 kemungkinan :
1. Juri bayaran 
2. Juri budeg/tuli
3. Juri punya hubungan dengan anggota B, terutama anggota B4",85,2026-05-12T03:59:15Z,2026-05-12T03:59:15Z,6
UgxEtAmN3ZBPt3onmwZ4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@Herik08-p2r,Cerdaas cermat tpi juri nya gblok dan budex..dasar kandang mling.bngsad,0,2026-05-12T03:59:15Z,2026-05-12T03:59:15Z,0
UgyqT7nlTCDS8084gpF4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@altairfirmansyah2399,Gilaaa kelihatan banget kalo udah pegang catetan siapa yang bakal menang 😂 pemandu acara nya itu bisa kerja ga sih kok diem aja gabisa bela minimal minta lihat rekaman ulang.. dzolim semua astagaaa 😢,0,2026-05-12T03:58:37Z,2026-05-12T03:58:37Z,0
UgwPe3BOpwPPqQySnMF4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@onlysheinn,"wahhh masih kecil udah di droppp mental nya parah betol, banned aja ga si jurinya",0,2026-05-12T03:57:34Z,2026-05-12T03:57:34Z,0
UgwY5SQqzz09f7StJKB4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@belmontberg7405,"""juri kita kompeten"" , 😂",0,2026-05-12T03:56:16Z,2026-05-12T03:56:16Z,0
UgycNl2R2km-BNc0okV4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@avivyanu107,Yang juara udah dikantong juri dan mc sebelum acara di mulai.. 😂😂😂😂,0,2026-05-12T03:55:45Z,2026-05-12T03:55:45Z,0
Ugzu5jbOtpNUE73nLhF4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@Adietriyan,Ditunggu Info Klarifikasinya Dari Pihak Juri Dan MPR RI🙏🙏🙏,0,2026-05-12T03:55:08Z,2026-05-12T03:55:08Z,0
Ugx1aA1szw0SrZt4f1l4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@SalehZheirin,Itulah akibatnya memilih seorang juri yang tuli,0,2026-05-12T03:54:45Z,2026-05-12T03:54:45Z,0
Ugxxlzvdx0Oy7Bpr19x4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@YudaYamashiro,"MPR:
(MAJELIS PENIPU RAKYAT)
(MAJELIS PEMBOHONG RAKYAT)
(MAJELIS PEMBODOHAN RAKYAT)",0,2026-05-12T03:52:32Z,2026-05-12T03:52:32Z,0
Ugz0No9QtSD3MEXULXl4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@jietriyan3477,"Seharusnya Nilai Poin yg benar adalah :
Grub A SMAN 1 Sanggau 45
Grub B SMAN 1 Samabas 80 (90-10 yg seharusnya menjadi hak Grup C)
Grub C SMAN 1 Pontianak 85 (70 + 5 +10)
Jadi Pemenang sesungguhnya GRUP C SMAN 1 PONTIANAK",0,2026-05-12T03:52:11Z,2026-05-12T03:52:11Z,0
UgzifrYVoXIcfDBZth54AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@Amelia-f5n6r,"Songong bgt sih jurinya, padahal telinga dia yg bermasalah, tapi kenapa nyalahin yg ngasih jawaban, sampe kena mines lagi😂😂 kocak emng",0,2026-05-12T03:51:50Z,2026-05-12T03:52:14Z,0
UgyfcM55PIjwvwhA_1J4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@God_of_monkey,"Mpr anj mending lu berhenti dari jabatan lu jadi mpr asw sekelas mpr aja ko curang lawak lawak emang kek anj mpr ni asw 🖕
Juri dan panitia sampah. Hewan aja masih mending timbang pejabat/mpr di negeri indonesia",1,2026-05-12T03:51:50Z,2026-05-12T04:53:36Z,0
UgwR9N8aeEsD0gBxGP54AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@Adietriyan,"untuk apa dilakukan perlombaan tapi masih ada ketidak telitian dibelakang atau kecurangan... Aneh

Lagian lomba dipegang sama MPR RI kok Bisa Ada Kejadian Kaya Gitu???",0,2026-05-12T03:51:47Z,2026-05-12T03:51:47Z,1
Ugwxph-Fs8_TPKGL6-h4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@Januariprybadi,Ya ini lah bobok borok nya person person tengil pejabat indonesia yang sudah merasa mampu padahal sebenarnya arogan... kayaknya gak perlu di bikin lomba ini klo yang jadi juri gak suka di kritik dan penyelanggara gak jelas,0,2026-05-12T03:51:41Z,2026-05-12T03:51:41Z,0
UgwqW5u9jVO59dB-YFF4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@Desi-t4s,Seenak perutnya menilai apa yg di survei di gedung dewan sana,0,2026-05-12T03:51:24Z,2026-05-12T03:51:24Z,0
